Ward,Day,Time,Demand,DemandType
Ward 39,Tuesday,17:00:00,54,Low Demand
Ward 39,Tuesday,18:00:00,64,Medium Demand
Ward 39,Tuesday,19:00:00,56,Low Demand
Ward 39,Tuesday,20:00:00,57,Low Demand
Ward 39,Tuesday,21:00:00,15,Low Demand
Ward 39,Tuesday,22:00:00,23,Low Demand
Ward 39,Tuesday,23:00:00,19,Low Demand
Ward 39,Wednesday,00:00:00,15,Low Demand
Ward 39,Wednesday,01:00:00,19,Low Demand
Ward 39,Wednesday,02:00:00,19,Low Demand
Ward 39,Wednesday,03:00:00,16,Low Demand
Ward 39,Wednesday,04:00:00,15,Low Demand
Ward 39,Wednesday,05:00:00,20,Low Demand
Ward 39,Wednesday,06:00:00,49,Low Demand
Ward 39,Wednesday,07:00:00,40,Low Demand
Ward 39,Wednesday,08:00:00,44,Low Demand
Ward 39,Wednesday,09:00:00,33,Low Demand
Ward 39,Wednesday,10:00:00,36,Low Demand
Ward 39,Wednesday,11:00:00,34,Low Demand
Ward 39,Wednesday,12:00:00,31,Low Demand
Ward 39,Wednesday,13:00:00,29,Low Demand
Ward 39,Wednesday,14:00:00,34,Low Demand
Ward 39,Wednesday,15:00:00,26,Low Demand
Ward 39,Wednesday,16:00:00,33,Low Demand
Ward 39,Wednesday,17:00:00,51,Low Demand
Ward 39,Wednesday,18:00:00,60,Medium Demand
Ward 39,Wednesday,19:00:00,58,Low Demand
Ward 39,Wednesday,20:00:00,48,Low Demand
Ward 39,Wednesday,21:00:00,23,Low Demand
Ward 39,Wednesday,22:00:00,14,Low Demand
Ward 39,Wednesday,23:00:00,16,Low Demand
Ward 39,Thursday,00:00:00,14,Low Demand
Ward 39,Thursday,01:00:00,21,Low Demand
Ward 39,Thursday,02:00:00,14,Low Demand
Ward 39,Thursday,03:00:00,18,Low Demand
Ward 39,Thursday,04:00:00,20,Low Demand
Ward 39,Thursday,05:00:00,20,Low Demand
Ward 39,Thursday,06:00:00,36,Low Demand
Ward 39,Thursday,07:00:00,53,Low Demand
Ward 39,Thursday,08:00:00,42,Low Demand
Ward 39,Thursday,09:00:00,41,Low Demand
Ward 39,Thursday,10:00:00,37,Low Demand
Ward 39,Thursday,11:00:00,24,Low Demand
Ward 39,Thursday,12:00:00,30,Low Demand
Ward 39,Thursday,13:00:00,33,Low Demand
Ward 39,Thursday,14:00:00,39,Low Demand
Ward 39,Thursday,15:00:00,24,Low Demand
Ward 39,Thursday,16:00:00,39,Low Demand
Ward 39,Thursday,17:00:00,58,Low Demand
Ward 39,Thursday,18:00:00,63,Medium Demand
Ward 39,Thursday,19:00:00,57,Low Demand
Ward 39,Thursday,20:00:00,49,Low Demand
Ward 39,Thursday,21:00:00,11,Low Demand
Ward 39,Thursday,22:00:00,14,Low Demand
Ward 39,Thursday,23:00:00,24,Low Demand
Ward 39,Friday,00:00:00,15,Low Demand
Ward 39,Friday,01:00:00,18,Low Demand
Ward 39,Friday,02:00:00,19,Low Demand
Ward 39,Friday,03:00:00,19,Low Demand
Ward 39,Friday,04:00:00,24,Low Demand
Ward 39,Friday,05:00:00,23,Low Demand
Ward 39,Friday,06:00:00,47,Low Demand
Ward 39,Friday,07:00:00,31,Low Demand
Ward 39,Friday,08:00:00,35,Low Demand
Ward 39,Friday,09:00:00,51,Low Demand
Ward 39,Friday,10:00:00,29,Low Demand
Ward 39,Friday,11:00:00,27,Low Demand
Ward 39,Friday,12:00:00,30,Low Demand
Ward 39,Friday,13:00:00,38,Low Demand
Ward 39,Friday,14:00:00,26,Low Demand
Ward 39,Friday,15:00:00,28,Low Demand
Ward 39,Friday,16:00:00,28,Low Demand
Ward 39,Friday,17:00:00,55,Low Demand
Ward 39,Friday,18:00:00,58,Low Demand
Ward 39,Friday,19:00:00,45,Low Demand
Ward 39,Friday,20:00:00,63,Medium Demand
Ward 39,Friday,21:00:00,25,Low Demand
Ward 39,Friday,22:00:00,14,Low Demand
Ward 39,Friday,23:00:00,26,Low Demand
Ward 39,Saturday,00:00:00,21,Low Demand
Ward 39,Saturday,01:00:00,19,Low Demand
Ward 39,Saturday,02:00:00,26,Low Demand
Ward 39,Saturday,03:00:00,14,Low Demand
Ward 39,Saturday,04:00:00,21,Low Demand
Ward 39,Saturday,05:00:00,29,Low Demand
Ward 39,Saturday,06:00:00,41,Low Demand
Ward 39,Saturday,07:00:00,55,Low Demand
Ward 39,Saturday,08:00:00,56,Low Demand
Ward 39,Saturday,09:00:00,42,Low Demand
Ward 39,Saturday,10:00:00,29,Low Demand
Ward 39,Saturday,11:00:00,33,Low Demand
Ward 39,Saturday,12:00:00,41,Low Demand
Ward 39,Saturday,13:00:00,43,Low Demand
Ward 39,Saturday,14:00:00,34,Low Demand
Ward 39,Saturday,15:00:00,29,Low Demand
Ward 39,Saturday,16:00:00,39,Low Demand
Ward 39,Saturday,17:00:00,52,Low Demand
Ward 39,Saturday,18:00:00,64,Medium Demand
Ward 39,Saturday,19:00:00,51,Low Demand
Ward 39,Saturday,20:00:00,57,Low Demand
Ward 39,Saturday,21:00:00,21,Low Demand
Ward 39,Saturday,22:00:00,23,Low Demand
Ward 39,Saturday,23:00:00,26,Low Demand
Ward 40,Sunday,00:00:00,46,Low Demand
Ward 40,Sunday,01:00:00,43,Low Demand
Ward 40,Sunday,02:00:00,39,Low Demand
Ward 40,Sunday,03:00:00,40,Low Demand
Ward 40,Sunday,04:00:00,33,Low Demand
Ward 40,Sunday,05:00:00,48,Low Demand
Ward 40,Sunday,06:00:00,98,High Demand
Ward 40,Sunday,07:00:00,80,Medium Demand
Ward 40,Sunday,08:00:00,90,Medium Demand
Ward 40,Sunday,09:00:00,79,Medium Demand
Ward 40,Sunday,10:00:00,71,Medium Demand
Ward 40,Sunday,11:00:00,72,Medium Demand
Ward 40,Sunday,12:00:00,73,Medium Demand
Ward 40,Sunday,13:00:00,63,Medium Demand
Ward 40,Sunday,14:00:00,65,Medium Demand
Ward 40,Sunday,15:00:00,57,Low Demand
Ward 40,Sunday,16:00:00,72,Medium Demand
Ward 40,Sunday,17:00:00,118,High Demand
Ward 40,Sunday,18:00:00,113,High Demand
Ward 40,Sunday,19:00:00,97,High Demand
Ward 40,Sunday,20:00:00,114,High Demand
Ward 40,Sunday,21:00:00,33,Low Demand
Ward 40,Sunday,22:00:00,42,Low Demand
Ward 40,Sunday,23:00:00,43,Low Demand
Ward 40,Monday,00:00:00,33,Low Demand
Ward 40,Monday,01:00:00,40,Low Demand
Ward 40,Monday,02:00:00,41,Low Demand
Ward 40,Monday,03:00:00,35,Low Demand
Ward 40,Monday,04:00:00,29,Low Demand
Ward 40,Monday,05:00:00,39,Low Demand
Ward 40,Monday,06:00:00,84,Medium Demand
Ward 40,Monday,07:00:00,68,Medium Demand
Ward 40,Monday,08:00:00,82,Medium Demand
Ward 40,Monday,09:00:00,71,Medium Demand
Ward 40,Monday,10:00:00,55,Low Demand
Ward 40,Monday,11:00:00,66,Medium Demand
Ward 40,Monday,12:00:00,62,Medium Demand
Ward 40,Monday,13:00:00,68,Medium Demand
Ward 40,Monday,14:00:00,67,Medium Demand
Ward 40,Monday,15:00:00,59,Low Demand
Ward 40,Monday,16:00:00,52,Low Demand
Ward 40,Monday,17:00:00,102,High Demand
Ward 40,Monday,18:00:00,102,High Demand
Ward 40,Monday,19:00:00,86,Medium Demand
Ward 40,Monday,20:00:00,88,Medium Demand
Ward 40,Monday,21:00:00,35,Low Demand
Ward 40,Monday,22:00:00,34,Low Demand
Ward 40,Monday,23:00:00,30,Low Demand
Ward 40,Tuesday,00:00:00,38,Low Demand
Ward 40,Tuesday,01:00:00,39,Low Demand
Ward 40,Tuesday,02:00:00,36,Low Demand
Ward 40,Tuesday,03:00:00,28,Low Demand
Ward 40,Tuesday,04:00:00,31,Low Demand
Ward 40,Tuesday,05:00:00,37,Low Demand
Ward 40,Tuesday,06:00:00,82,Medium Demand
Ward 40,Tuesday,07:00:00,78,Medium Demand
Ward 40,Tuesday,08:00:00,85,Medium Demand
Ward 40,Tuesday,09:00:00,79,Medium Demand
Ward 40,Tuesday,10:00:00,57,Low Demand
Ward 40,Tuesday,11:00:00,57,Low Demand
Ward 40,Tuesday,12:00:00,62,Medium Demand
Ward 40,Tuesday,13:00:00,53,Low Demand
Ward 40,Tuesday,14:00:00,57,Low Demand
Ward 40,Tuesday,15:00:00,57,Low Demand
Ward 40,Tuesday,16:00:00,50,Low Demand
Ward 40,Tuesday,17:00:00,83,Medium Demand
Ward 40,Tuesday,18:00:00,83,Medium Demand
Ward 40,Tuesday,19:00:00,85,Medium Demand
Ward 40,Tuesday,20:00:00,109,High Demand
Ward 40,Tuesday,21:00:00,42,Low Demand
Ward 40,Tuesday,22:00:00,40,Low Demand
Ward 40,Tuesday,23:00:00,37,Low Demand
Ward 40,Wednesday,00:00:00,33,Low Demand
Ward 40,Wednesday,01:00:00,36,Low Demand
Ward 40,Wednesday,02:00:00,33,Low Demand
Ward 40,Wednesday,03:00:00,37,Low Demand
Ward 40,Wednesday,04:00:00,32,Low Demand
Ward 40,Wednesday,05:00:00,41,Low Demand
Ward 40,Wednesday,06:00:00,72,Medium Demand
Ward 40,Wednesday,07:00:00,76,Medium Demand
Ward 40,Wednesday,08:00:00,80,Medium Demand
Ward 40,Wednesday,09:00:00,81,Medium Demand
Ward 40,Wednesday,10:00:00,60,Medium Demand
Ward 40,Wednesday,11:00:00,54,Low Demand
Ward 40,Wednesday,12:00:00,65,Medium Demand
Ward 40,Wednesday,13:00:00,67,Medium Demand
Ward 40,Wednesday,14:00:00,58,Low Demand
Ward 40,Wednesday,15:00:00,55,Low Demand
Ward 40,Wednesday,16:00:00,59,Low Demand
Ward 40,Wednesday,17:00:00,91,High Demand
Ward 40,Wednesday,18:00:00,83,Medium Demand
Ward 40,Wednesday,19:00:00,97,High Demand
Ward 40,Wednesday,20:00:00,107,High Demand
Ward 40,Wednesday,21:00:00,34,Low Demand
Ward 40,Wednesday,22:00:00,30,Low Demand
Ward 40,Wednesday,23:00:00,43,Low Demand
Ward 40,Thursday,00:00:00,34,Low Demand
Ward 40,Thursday,01:00:00,33,Low Demand
Ward 40,Thursday,02:00:00,32,Low Demand
Ward 40,Thursday,03:00:00,38,Low Demand
Ward 40,Thursday,04:00:00,39,Low Demand
Ward 40,Thursday,05:00:00,30,Low Demand
Ward 40,Thursday,06:00:00,72,Medium Demand
Ward 40,Thursday,07:00:00,73,Medium Demand
Ward 40,Thursday,08:00:00,76,Medium Demand
Ward 40,Thursday,09:00:00,81,Medium Demand
Ward 40,Thursday,10:00:00,63,Medium Demand
Ward 40,Thursday,11:00:00,53,Low Demand
Ward 40,Thursday,12:00:00,68,Medium Demand
Ward 40,Thursday,13:00:00,61,Medium Demand
Ward 40,Thursday,14:00:00,67,Medium Demand
Ward 40,Thursday,15:00:00,64,Medium Demand
Ward 40,Thursday,16:00:00,64,Medium Demand
Ward 40,Thursday,17:00:00,89,Medium Demand
Ward 40,Thursday,18:00:00,98,High Demand
Ward 40,Thursday,19:00:00,87,Medium Demand
Ward 40,Thursday,20:00:00,108,High Demand
Ward 40,Thursday,21:00:00,35,Low Demand
Ward 40,Thursday,22:00:00,31,Low Demand
Ward 40,Thursday,23:00:00,43,Low Demand
Ward 40,Friday,00:00:00,37,Low Demand
Ward 40,Friday,01:00:00,39,Low Demand
Ward 40,Friday,02:00:00,42,Low Demand
Ward 40,Friday,03:00:00,32,Low Demand
Ward 40,Friday,04:00:00,36,Low Demand
Ward 40,Friday,05:00:00,34,Low Demand
Ward 40,Friday,06:00:00,80,Medium Demand
Ward 40,Friday,07:00:00,71,Medium Demand
Ward 40,Friday,08:00:00,77,Medium Demand
Ward 40,Friday,09:00:00,84,Medium Demand
Ward 40,Friday,10:00:00,59,Low Demand
Ward 40,Friday,11:00:00,62,Medium Demand
Ward 40,Friday,12:00:00,56,Low Demand
Ward 40,Friday,13:00:00,54,Low Demand
Ward 40,Friday,14:00:00,65,Medium Demand
Ward 40,Friday,15:00:00,60,Medium Demand
Ward 40,Friday,16:00:00,61,Medium Demand
Ward 40,Friday,17:00:00,91,High Demand
Ward 40,Friday,18:00:00,105,High Demand
Ward 40,Friday,19:00:00,95,High Demand
Ward 40,Friday,20:00:00,88,Medium Demand
Ward 40,Friday,21:00:00,28,Low Demand
Ward 40,Friday,22:00:00,35,Low Demand
Ward 40,Friday,23:00:00,33,Low Demand
Ward 40,Saturday,00:00:00,36,Low Demand
Ward 40,Saturday,01:00:00,42,Low Demand
Ward 40,Saturday,02:00:00,43,Low Demand
Ward 40,Saturday,03:00:00,39,Low Demand
Ward 40,Saturday,04:00:00,47,Low Demand
Ward 40,Saturday,05:00:00,49,Low Demand
Ward 40,Saturday,06:00:00,102,High Demand
Ward 40,Saturday,07:00:00,98,High Demand
Ward 40,Saturday,08:00:00,74,Medium Demand
Ward 40,Saturday,09:00:00,88,Medium Demand
Ward 40,Saturday,10:00:00,66,Medium Demand
Ward 40,Saturday,11:00:00,73,Medium Demand
Ward 40,Saturday,12:00:00,70,Medium Demand
Ward 40,Saturday,13:00:00,71,Medium Demand
Ward 40,Saturday,14:00:00,70,Medium Demand
Ward 40,Saturday,15:00:00,58,Low Demand
Ward 40,Saturday,16:00:00,63,Medium Demand
Ward 40,Saturday,17:00:00,104,High Demand
Ward 40,Saturday,18:00:00,95,High Demand
Ward 40,Saturday,19:00:00,100,High Demand
Ward 40,Saturday,20:00:00,114,High Demand
Ward 40,Saturday,21:00:00,46,Low Demand
Ward 40,Saturday,22:00:00,49,Low Demand
Ward 40,Saturday,23:00:00,51,Low Demand
Ward 41,Sunday,00:00:00,31,Low Demand
Ward 41,Sunday,01:00:00,21,Low Demand
Ward 41,Sunday,02:00:00,26,Low Demand
Ward 41,Sunday,03:00:00,32,Low Demand
Ward 41,Sunday,04:00:00,34,Low Demand
Ward 41,Sunday,05:00:00,29,Low Demand
Ward 41,Sunday,06:00:00,66,Medium Demand
Ward 41,Sunday,07:00:00,75,Medium Demand
Ward 41,Sunday,08:00:00,71,Medium Demand
Ward 41,Sunday,09:00:00,56,Low Demand
Ward 41,Sunday,10:00:00,52,Low Demand
Ward 41,Sunday,11:00:00,54,Low Demand
Ward 41,Sunday,12:00:00,41,Low Demand
Ward 41,Sunday,13:00:00,58,Low Demand
Ward 41,Sunday,14:00:00,54,Low Demand
Ward 41,Sunday,15:00:00,57,Low Demand
Ward 41,Sunday,16:00:00,46,Low Demand
Ward 41,Sunday,17:00:00,78,Medium Demand
Ward 41,Sunday,18:00:00,94,High Demand
Ward 41,Sunday,19:00:00,70,Medium Demand
Ward 41,Sunday,20:00:00,83,Medium Demand
Ward 41,Sunday,21:00:00,32,Low Demand
Ward 41,Sunday,22:00:00,33,Low Demand
Ward 41,Sunday,23:00:00,34,Low Demand
Ward 41,Monday,00:00:00,26,Low Demand
Ward 41,Monday,01:00:00,27,Low Demand
Ward 41,Monday,02:00:00,27,Low Demand
Ward 41,Monday,03:00:00,26,Low Demand
Ward 41,Monday,04:00:00,23,Low Demand
Ward 41,Monday,05:00:00,23,Low Demand
Ward 41,Monday,06:00:00,51,Low Demand
Ward 41,Monday,07:00:00,63,Medium Demand
Ward 41,Monday,08:00:00,47,Low Demand
Ward 41,Monday,09:00:00,59,Low Demand
Ward 41,Monday,10:00:00,36,Low Demand
Ward 41,Monday,11:00:00,48,Low Demand
Ward 41,Monday,12:00:00,44,Low Demand
Ward 41,Monday,13:00:00,51,Low Demand
Ward 41,Monday,14:00:00,45,Low Demand
Ward 41,Monday,15:00:00,39,Low Demand
Ward 41,Monday,16:00:00,38,Low Demand
Ward 41,Monday,17:00:00,74,Medium Demand
Ward 41,Monday,18:00:00,85,Medium Demand
Ward 41,Monday,19:00:00,76,Medium Demand
Ward 41,Monday,20:00:00,72,Medium Demand
Ward 41,Monday,21:00:00,31,Low Demand
Ward 41,Monday,22:00:00,22,Low Demand
Ward 41,Monday,23:00:00,29,Low Demand
Ward 41,Tuesday,00:00:00,27,Low Demand
Ward 41,Tuesday,01:00:00,26,Low Demand
Ward 41,Tuesday,02:00:00,25,Low Demand
Ward 41,Tuesday,03:00:00,29,Low Demand
Ward 41,Tuesday,04:00:00,26,Low Demand
Ward 41,Tuesday,05:00:00,32,Low Demand
Ward 41,Tuesday,06:00:00,50,Low Demand
Ward 41,Tuesday,07:00:00,63,Medium Demand
Ward 41,Tuesday,08:00:00,62,Medium Demand
Ward 41,Tuesday,09:00:00,48,Low Demand
Ward 41,Tuesday,10:00:00,43,Low Demand
Ward 41,Tuesday,11:00:00,41,Low Demand
Ward 41,Tuesday,12:00:00,51,Low Demand
Ward 41,Tuesday,13:00:00,47,Low Demand
Ward 41,Tuesday,14:00:00,50,Low Demand
Ward 41,Tuesday,15:00:00,34,Low Demand
Ward 41,Tuesday,16:00:00,51,Low Demand
Ward 41,Tuesday,17:00:00,69,Medium Demand
Ward 41,Tuesday,18:00:00,65,Medium Demand
Ward 41,Tuesday,19:00:00,78,Medium Demand
Ward 41,Tuesday,20:00:00,71,Medium Demand
Ward 41,Tuesday,21:00:00,23,Low Demand
Ward 41,Tuesday,22:00:00,26,Low Demand
Ward 41,Tuesday,23:00:00,33,Low Demand
Ward 41,Wednesday,00:00:00,21,Low Demand
Ward 41,Wednesday,01:00:00,23,Low Demand
Ward 41,Wednesday,02:00:00,26,Low Demand
Ward 41,Wednesday,03:00:00,22,Low Demand
Ward 41,Wednesday,04:00:00,33,Low Demand
Ward 41,Wednesday,05:00:00,24,Low Demand
Ward 41,Wednesday,06:00:00,54,Low Demand
Ward 41,Wednesday,07:00:00,46,Low Demand
Ward 41,Wednesday,08:00:00,59,Low Demand
Ward 41,Wednesday,09:00:00,54,Low Demand
Ward 41,Wednesday,10:00:00,48,Low Demand
Ward 41,Wednesday,11:00:00,52,Low Demand
Ward 41,Wednesday,12:00:00,51,Low Demand
Ward 41,Wednesday,13:00:00,47,Low Demand
Ward 41,Wednesday,14:00:00,51,Low Demand
Ward 41,Wednesday,15:00:00,46,Low Demand
Ward 41,Wednesday,16:00:00,42,Low Demand
Ward 41,Wednesday,17:00:00,66,Medium Demand
Ward 41,Wednesday,18:00:00,81,Medium Demand
Ward 41,Wednesday,19:00:00,70,Medium Demand
Ward 41,Wednesday,20:00:00,61,Medium Demand
Ward 41,Wednesday,21:00:00,33,Low Demand
Ward 41,Wednesday,22:00:00,26,Low Demand
Ward 41,Wednesday,23:00:00,26,Low Demand
Ward 41,Thursday,00:00:00,22,Low Demand
Ward 41,Thursday,01:00:00,31,Low Demand
Ward 41,Thursday,02:00:00,30,Low Demand
Ward 41,Thursday,03:00:00,29,Low Demand
Ward 41,Thursday,04:00:00,23,Low Demand
Ward 41,Thursday,05:00:00,22,Low Demand
Ward 41,Thursday,06:00:00,66,Medium Demand
Ward 41,Thursday,07:00:00,60,Medium Demand
Ward 41,Thursday,08:00:00,60,Medium Demand
Ward 41,Thursday,09:00:00,55,Low Demand
Ward 41,Thursday,10:00:00,46,Low Demand
Ward 41,Thursday,11:00:00,52,Low Demand
Ward 41,Thursday,12:00:00,36,Low Demand
Ward 41,Thursday,13:00:00,39,Low Demand
Ward 41,Thursday,14:00:00,43,Low Demand
Ward 41,Thursday,15:00:00,44,Low Demand
Ward 41,Thursday,16:00:00,45,Low Demand
Ward 41,Thursday,17:00:00,69,Medium Demand
Ward 41,Thursday,18:00:00,78,Medium Demand
Ward 41,Thursday,19:00:00,78,Medium Demand
Ward 41,Thursday,20:00:00,62,Medium Demand
Ward 41,Thursday,21:00:00,33,Low Demand
Ward 41,Thursday,22:00:00,23,Low Demand
Ward 41,Thursday,23:00:00,31,Low Demand
Ward 41,Friday,00:00:00,18,Low Demand
Ward 41,Friday,01:00:00,34,Low Demand
Ward 41,Friday,02:00:00,28,Low Demand
Ward 41,Friday,03:00:00,21,Low Demand
Ward 41,Friday,04:00:00,26,Low Demand
Ward 41,Friday,05:00:00,28,Low Demand
Ward 41,Friday,06:00:00,48,Low Demand
Ward 41,Friday,07:00:00,57,Low Demand
Ward 41,Friday,08:00:00,64,Medium Demand
Ward 41,Friday,09:00:00,66,Medium Demand
Ward 41,Friday,10:00:00,46,Low Demand
Ward 41,Friday,11:00:00,43,Low Demand
Ward 41,Friday,12:00:00,47,Low Demand
Ward 41,Friday,13:00:00,46,Low Demand
Ward 41,Friday,14:00:00,47,Low Demand
Ward 41,Friday,15:00:00,35,Low Demand
Ward 41,Friday,16:00:00,46,Low Demand
Ward 41,Friday,17:00:00,70,Medium Demand
Ward 41,Friday,18:00:00,64,Medium Demand
Ward 41,Friday,19:00:00,63,Medium Demand
Ward 41,Friday,20:00:00,63,Medium Demand
Ward 41,Friday,21:00:00,21,Low Demand
Ward 41,Friday,22:00:00,28,Low Demand
Ward 41,Friday,23:00:00,19,Low Demand
Ward 41,Saturday,00:00:00,35,Low Demand
Ward 41,Saturday,01:00:00,31,Low Demand
Ward 41,Saturday,02:00:00,27,Low Demand
Ward 41,Saturday,03:00:00,24,Low Demand
Ward 41,Saturday,04:00:00,28,Low Demand
Ward 41,Saturday,05:00:00,32,Low Demand
Ward 41,Saturday,06:00:00,59,Low Demand
Ward 41,Saturday,07:00:00,57,Low Demand
Ward 41,Saturday,08:00:00,62,Medium Demand
Ward 41,Saturday,09:00:00,65,Medium Demand
Ward 41,Saturday,10:00:00,51,Low Demand
Ward 41,Saturday,11:00:00,40,Low Demand
Ward 41,Saturday,12:00:00,47,Low Demand
Ward 41,Saturday,13:00:00,50,Low Demand
Ward 41,Saturday,14:00:00,41,Low Demand
Ward 41,Saturday,15:00:00,58,Low Demand
Ward 41,Saturday,16:00:00,47,Low Demand
Ward 41,Saturday,17:00:00,86,Medium Demand
Ward 41,Saturday,18:00:00,83,Medium Demand
Ward 41,Saturday,19:00:00,72,Medium Demand
Ward 41,Saturday,20:00:00,75,Medium Demand
Ward 41,Saturday,21:00:00,27,Low Demand
Ward 41,Saturday,22:00:00,37,Low Demand
Ward 41,Saturday,23:00:00,35,Low Demand
Ward 42,Sunday,00:00:00,62,Medium Demand
Ward 42,Sunday,01:00:00,62,Medium Demand
Ward 42,Sunday,02:00:00,55,Low Demand
Ward 42,Sunday,03:00:00,56,Low Demand
Ward 42,Sunday,04:00:00,57,Low Demand
Ward 42,Sunday,05:00:00,59,Low Demand
Ward 42,Sunday,06:00:00,128,High Demand
Ward 42,Sunday,07:00:00,129,High Demand
Ward 42,Sunday,08:00:00,116,High Demand
Ward 42,Sunday,09:00:00,132,High Demand
Ward 42,Sunday,10:00:00,110,High Demand
Ward 42,Sunday,11:00:00,100,High Demand
Ward 42,Sunday,12:00:00,94,High Demand
Ward 42,Sunday,13:00:00,97,High Demand
Ward 42,Sunday,14:00:00,104,High Demand
Ward 42,Sunday,15:00:00,95,High Demand
Ward 42,Sunday,16:00:00,103,High Demand
Ward 42,Sunday,17:00:00,166,High Demand
Ward 42,Sunday,18:00:00,158,High Demand
Ward 42,Sunday,19:00:00,146,High Demand
Ward 42,Sunday,20:00:00,161,High Demand
Ward 42,Sunday,21:00:00,51,Low Demand
Ward 42,Sunday,22:00:00,54,Low Demand
Ward 42,Sunday,23:00:00,64,Medium Demand
Ward 42,Monday,00:00:00,46,Low Demand
Ward 42,Monday,01:00:00,59,Low Demand
Ward 42,Monday,02:00:00,53,Low Demand
Ward 42,Monday,03:00:00,50,Low Demand
Ward 42,Monday,04:00:00,49,Low Demand
Ward 42,Monday,05:00:00,48,Low Demand
Ward 42,Monday,06:00:00,126,High Demand
Ward 42,Monday,07:00:00,108,High Demand
Ward 42,Monday,08:00:00,102,High Demand
Ward 42,Monday,09:00:00,106,High Demand
Ward 42,Monday,10:00:00,89,Medium Demand
Ward 42,Monday,11:00:00,83,Medium Demand
Ward 42,Monday,12:00:00,94,High Demand
Ward 42,Monday,13:00:00,83,Medium Demand
Ward 42,Monday,14:00:00,88,Medium Demand
Ward 42,Monday,15:00:00,88,Medium Demand
Ward 42,Monday,16:00:00,85,Medium Demand
Ward 42,Monday,17:00:00,153,High Demand
Ward 42,Monday,18:00:00,132,High Demand
Ward 42,Monday,19:00:00,144,High Demand
Ward 42,Monday,20:00:00,143,High Demand
Ward 42,Monday,21:00:00,57,Low Demand
Ward 42,Monday,22:00:00,60,Medium Demand
Ward 42,Monday,23:00:00,54,Low Demand
Ward 42,Tuesday,00:00:00,45,Low Demand
Ward 42,Tuesday,01:00:00,42,Low Demand
Ward 42,Tuesday,02:00:00,58,Low Demand
Ward 42,Tuesday,03:00:00,48,Low Demand
Ward 42,Tuesday,04:00:00,54,Low Demand
Ward 42,Tuesday,05:00:00,55,Low Demand
Ward 42,Tuesday,06:00:00,104,High Demand
Ward 42,Tuesday,07:00:00,120,High Demand
Ward 42,Tuesday,08:00:00,101,High Demand
Ward 42,Tuesday,09:00:00,117,High Demand
Ward 42,Tuesday,10:00:00,97,High Demand
Ward 42,Tuesday,11:00:00,86,Medium Demand
Ward 42,Tuesday,12:00:00,89,Medium Demand
Ward 42,Tuesday,13:00:00,96,High Demand
Ward 42,Tuesday,14:00:00,77,Medium Demand
Ward 42,Tuesday,15:00:00,92,High Demand
Ward 42,Tuesday,16:00:00,82,Medium Demand
Ward 42,Tuesday,17:00:00,135,High Demand
Ward 42,Tuesday,18:00:00,126,High Demand
Ward 42,Tuesday,19:00:00,132,High Demand
Ward 42,Tuesday,20:00:00,144,High Demand
Ward 42,Tuesday,21:00:00,50,Low Demand
Ward 42,Tuesday,22:00:00,45,Low Demand
Ward 42,Tuesday,23:00:00,42,Low Demand
Ward 42,Wednesday,00:00:00,62,Medium Demand
Ward 42,Wednesday,01:00:00,51,Low Demand
Ward 42,Wednesday,02:00:00,64,Medium Demand
Ward 42,Wednesday,03:00:00,62,Medium Demand
Ward 42,Wednesday,04:00:00,44,Low Demand
Ward 42,Wednesday,05:00:00,55,Low Demand
Ward 42,Wednesday,06:00:00,105,High Demand
Ward 42,Wednesday,07:00:00,110,High Demand
Ward 42,Wednesday,08:00:00,116,High Demand
Ward 42,Wednesday,09:00:00,114,High Demand
Ward 42,Wednesday,10:00:00,80,Medium Demand
Ward 42,Wednesday,11:00:00,84,Medium Demand
Ward 42,Wednesday,12:00:00,84,Medium Demand
Ward 42,Wednesday,13:00:00,98,High Demand
Ward 42,Wednesday,14:00:00,93,High Demand
Ward 42,Wednesday,15:00:00,80,Medium Demand
Ward 42,Wednesday,16:00:00,83,Medium Demand
Ward 42,Wednesday,17:00:00,137,High Demand
Ward 42,Wednesday,18:00:00,127,High Demand
Ward 42,Wednesday,19:00:00,151,High Demand
Ward 42,Wednesday,20:00:00,130,High Demand
Ward 42,Wednesday,21:00:00,44,Low Demand
Ward 42,Wednesday,22:00:00,57,Low Demand
Ward 42,Wednesday,23:00:00,50,Low Demand
Ward 42,Thursday,00:00:00,55,Low Demand
Ward 42,Thursday,01:00:00,50,Low Demand
Ward 42,Thursday,02:00:00,50,Low Demand
Ward 42,Thursday,03:00:00,55,Low Demand
Ward 42,Thursday,04:00:00,48,Low Demand
Ward 42,Thursday,05:00:00,53,Low Demand
Ward 42,Thursday,06:00:00,104,High Demand
Ward 42,Thursday,07:00:00,115,High Demand
Ward 42,Thursday,08:00:00,116,High Demand
Ward 42,Thursday,09:00:00,124,High Demand
Ward 42,Thursday,10:00:00,91,High Demand
Ward 42,Thursday,11:00:00,94,High Demand
Ward 42,Thursday,12:00:00,81,Medium Demand
Ward 42,Thursday,13:00:00,88,Medium Demand
Ward 42,Thursday,14:00:00,81,Medium Demand
Ward 42,Thursday,15:00:00,90,Medium Demand
Ward 42,Thursday,16:00:00,82,Medium Demand
Ward 42,Thursday,17:00:00,130,High Demand
Ward 42,Thursday,18:00:00,146,High Demand
Ward 42,Thursday,19:00:00,139,High Demand
